name,artistName,release_date,popularity,duration_ms
Happy Birthday,DEPAPEPE,2012-10-03,0,236666
グリーンスリーヴスによる幻想曲,Ralph Vaughan Williams,2009-12-02,0,227773
あの日見た空,DEPAPEPE,2014-08-27,0,225306
恋水,DEPAPEPE,2011-05-18,0,186293
トルコ行進曲,Wolfgang Amadeus Mozart,2009-12-02,0,168773
あの橋を渡ろう,DEPAPEPE,2012-10-03,0,257653
J.D.P.,DEPAPEPE,2017-04-12,0,277533
Summer Parade,DEPAPEPE,2015-01-01,0,202998
Over the Sea,DEPAPEPE,2004,0,217333
さざなみ splash ver.,DEPAPEPE,2004,0,242840
SLOW SUNSET,DEPAPEPE,2004,0,220693
FLOW,DEPAPEPE,2004,0,234333
旅立ちの日,DEPAPEPE,2017-04-12,0,229000
亡き王女のためのパヴァーヌ,Maurice Ravel,2009-12-02,0,275066
風薫る,DEPAPEPE,2012-10-03,0,223906
beautiful wind,DEPAPEPE,2011-05-18,0,267373
Howl of the Wolf,DEPAPEPE,2014-08-27,0,275733
Morning Smile,DEPAPEPE,2004,0,109466
星の数だけ願いは届く,DEPAPEPE,2004,0,256000
TIME,DEPAPEPE,2004,0,189133
Circle of Love,DEPAPEPE,2014-08-27,0,265426
always,DEPAPEPE,2012-10-03,0,214480
夕焼けサイクリング,DEPAPEPE,2004,0,203946
Interlude,DEPAPEPE,2011-05-18,0,36346
散歩道,DEPAPEPE,2004,0,128386
S.E.L.,DEPAPEPE,2014-08-27,0,261066
Sunburst,DEPAPEPE,2014-08-27,0,279133
Dreams,DEPAPEPE,2004,0,165253
Leopard,DEPAPEPE,2014-08-27,0,249840
Snow Dance,DEPAPEPE,2015-01-01,0,252552
Hello,DEPAPEPE,2015-01-01,0,279824
notes for Flora,DEPAPEPE,2011-05-18,0,207200
哀愁バイオレット,DEPAPEPE,2004,0,245800
Over the Sea,DEPAPEPE,2015-01-01,0,217574
行進曲 威風堂々,Edward Elgar,2009-12-02,0,274600
パステル通り,DEPAPEPE,2004,0,223773
Interlude〜ネムル森〜,DEPAPEPE,2014-08-27,0,140480
交響曲第九,Ludwig van Beethoven,2009-12-02,0,356466
主よ、人の望みの喜びよ,Johann Sebastian Bach,2009-12-02,0,272226
アダージョ・ト短調,Tomaso Albinoni,2009-12-02,0,213160
天国と地獄,ジャック・オッフェンバック,2009-12-02,0,126733
結婚行進曲,Felix Mendelssohn,2009-12-02,0,185893
夜想曲第2番,Frédéric Chopin,2009-12-02,0,227400
Three Minutes Cooking,DEPAPEPE,2012-10-03,0,183080
Pride,DEPAPEPE,2011-05-18,0,225493
Memories,DEPAPEPE,2012-10-03,0,272213
Pride,DEPAPEPE,2015-01-01,0,227788
Life is a Journey,DEPAPEPE,2014-08-27,0,230733
スミレ,DEPAPEPE,2014-08-27,0,281893
Light of Hope,DEPAPEPE,2014-08-27,0,182973
かがやける日々,DEPAPEPE,2012-10-03,0,302933
Wedding March,DEPAPEPE,2015-01-01,0,187429
Memories,DEPAPEPE,2015-01-01,0,309081
白い花,DEPAPEPE,2011-05-18,0,231200
UNION,DEPAPEPE,2012-10-03,0,284813
Snow Dance winter session,DEPAPEPE,2004,0,257480
ツバメ,DEPAPEPE,2012-10-03,0,235613
Sky!Sky!Sky! '07 ver.,DEPAPEPE,2004,0,274586
Dreams,DEPAPEPE,2015-01-01,0,169039
ONE,DEPAPEPE,2011-05-18,0,269040
Route 128,DEPAPEPE,2011-05-18,0,199893
Share My World,DEPAPEPE,2012-10-03,0,345800
シュプール -WINTER VERSION '05,DEPAPEPE,2004,0,357520
Kiss,DEPAPEPE,2014-08-27,0,269493
きっとまたいつか,DEPAPEPE,2004,0,295960
晴れ 時どき 雪,DEPAPEPE,2004,0,250533
SPARK!,DEPAPEPE,2012-10-03,0,213413
Dragon Night,SEKAI NO OWARI,2014,0,223064
生物学的幻想曲,SEKAI NO OWARI,2012-07-18,0,224373
眠り姫,SEKAI NO OWARI,2012-07-18,0,326640
Moonlight Station - Remixed by Dux Content from London,SEKAI NO OWARI,2015-04-21,0,227800
RAIN,SEKAI NO OWARI,2017-09-15,0,306985
Introducing the College,Takatsugu Muramatsu,2017-09-15,12,203000
RPG,SEKAI NO OWARI,2015-01-14,0,291346
笑顔,Ikimonogakari,2013-07-24,0,298933
キミがいる,Ikimonogakari,2010-11-03,0,346360
ブルーバード,Ikimonogakari,2006,71,215706
ハジマリノウタ〜遠い空澄んで〜,Ikimonogakari,2009-12-23,0,358426
SAKURA,Ikimonogakari,2006,52,353800
熱情のスペクトラム,Ikimonogakari,2006,65,223613
ぱぱぱ〜や,Ikimonogakari,2013-07-24,0,308040
前前前世 - movie ver.,RADWIMPS,2016-11-16,0,284240
Sparkle - English ver.,RADWIMPS,2017-01-27,0,409386
なんでもないや - movie ver.,RADWIMPS,2016-11-16,0,344053
スパークル - movie ver.,RADWIMPS,2016-11-16,0,534120
Seven Deadly Sins,MAN WITH A MISSION,2016-02-12,0,207000
Raise your flag,MAN WITH A MISSION,2016-02-12,0,247493
Your Way,MAN WITH A MISSION,2014-04-24,0,266000
Database,MAN WITH A MISSION,2014-04-24,0,236333
My Hero,MAN WITH A MISSION,2017-11-01,39,263493
Dead End in Tokyo,MAN WITH A MISSION,2017-09-22,0,221066
Raise your flag,MAN WITH A MISSION,2017-09-22,0,247306
The Show,Lenka,2008-09-09,0,235693
BOOMBAYAH,BLACKPINK,2016-08-08,0,240848
As If It's Your Last,BLACKPINK,2017-06-22,0,213264
Peek-A-Boo,Red Velvet,2017-11-17,69,189049
Red Flavor,Red Velvet,2017-07-09,69,191139
러시안 룰렛 Russian Roulette,Red Velvet,2016-09-07,0,211243
Dumb Dumb,Red Velvet,2015-09-09,0,202543
Ice Cream Cake,Red Velvet,2015-03-17,0,191440
Rookie,Red Velvet,2017-02-01,0,197637
Like OOH-AHH - Japanese ver.,TWICE,2017-06-28,44,215079
One More Time,TWICE,2017-10-18,50,183000
Holiday,Girls' Generation,2017-08-04,51,199563
행복 (Happiness),Red Velvet,2014-08-01,0,220986
Wonderland,Jessica,2016-12-10,0,199544
All My Bells Are Ringing,Lenka,2008-11-24,0,152266
スピードと摩擦,amazarashi,2015-08-21,0,212066
スピードと摩擦 acoustic Version,amazarashi,2015-08-21,0,202689
名前,amazarashi,2015-08-21,0,356400
君に届け feat.竹内美宥(AKB48),kobasolo,2017-09-27,23,326693
Sayonara Smile feat. Asako,kobasolo,2016-12-19,18,309759
"I can not say ""love you"".",kobasolo,2016-10-13,23,276914
Warainaki-Laugh cry,kobasolo,2013-07-20,7,186240
TOKYO GENOCIDE CITY,kobasolo,2017-07-30,10,215306
好きだ。 feat.えみい,kobasolo,2017-09-27,20,309626
Kiminohonto-Your True,kobasolo,2013-07-20,6,229533
奏(かなで) feat.安果音,kobasolo,2017-09-27,29,230586
Soregaii-Let it go,kobasolo,2013-07-20,5,266760
PLAYING WITH FIRE,BLACKPINK,2016-11-01,0,197355
MotorSport,Migos,2017-10-27,0,307660
Taps,The O'Neill Brothers,2009-08-11,0,140586
WHISTLE,BLACKPINK,2016-08-08,0,211696
スパークル(movie ver.) feat.春茶,kobasolo,2017-09-27,43,315146
ひまわりの約束 feat.春茶,kobasolo,2017-09-27,42,305613
明日はきっといい日になる feat.えみい,kobasolo,2017-09-27,26,281866
糸 feat.安果音,kobasolo,2017-09-27,26,229760
3月9日 feat.竹内美宥(AKB48),kobasolo,2017-09-27,29,266106
Time Stops,Danyka Nadeau,2015-09-21,27,276374
カタオモイ,Aimer,2016,0,207360
again,YUI,2012-12-05,0,255213
Like Woah,Logic,2015-11-13,0,232693
明日はきっといい日になる - 混声三部,羽山晃生,2018-01-17,3,266000
明日はきっといい日になる Originally Performed By Rihwa (オルゴール),Orgel Sound J-pop,2016-02-03,0,190413
your way,MAN WITH A MISSION,2013-10-09,0,266000
Journey,Snail's House,2017-12-25,41,217557
your way,MAN WITH A MISSION,2014-03-12,0,266000
Sweets Parade,Kana Hanazawa,2018-01-26,0,239072
Kokoronashi,majiko,2015-04-15,61,273583
Lily,Metro-Ongen,2011-04-06,0,218000
Hot Pink,EXID,2015-12-11,51,200729
Gucci,Jessi,2017-07-13,0,175499
Excuse Me,AOA,2017-01-02,52,224948
Miniskirt,AOA,2014-01-16,64,179808
Never Be the Same,Camila Cabello,2017-12-17,59,227087
Pernah Memiliki Feat. David NOAH,D’MASIV,2018-03-02,2,283627
Like I Do,David Guetta,2018-02-22,65,202500
Sex,Cheat Codes,2017-12-01,0,228360
Never Let You Go,Andre Dunant,2017-04-21,6,202208
Remaja,Hivi!,2017-02-23,0,218426
Harus Bahagia,Yura Yunita,2018-03-02,60,173809
Voor Dilan #III - Dulu Kita Masih Remaja,The Panasdalam Bank,2016-10-21,0,192444
Cinta Begini,Tangga,2014-12-08,28,252800
God's Plan,Drake,2018-01-20,36,198960
All The Stars (with SZA),Kendrick Lamar,2018-02-09,0,232186
Wolves,Selena Gomez,2017-10-25,0,197993
What Lovers Do (feat. SZA),Maroon 5,2017-11-03,0,199849
Young Dumb & Broke,Khalid,2017-04-27,82,202546
Smells Like Teen Spirit,Nirvana,1991-09-26,4,301920
Killing In The Name,Rage Against The Machine,1992,82,313573
Black Hole Sun,Soundgarden,1994-03-09,0,318586
When I Come Around,Green Day,1994-02-01,81,178000
Self Esteem,The Offspring,1994-04-08,80,257826
What's My Age Again?,blink-182,1999-01-01,0,148573
Nothing Else Matters,Metallica,1991-01-01,10,388266
The Middle,Zedd,2018-01-23,0,184732
Side To Side,Ariana Grande,2016-05-20,0,226160
In the Name of Love,Martin Garrix,2016-07-29,83,195706
IDGAF,Dua Lipa,2017-06-02,82,217946
Havana (feat. Young Thug),Camila Cabello,2018-01-12,81,217306
Heaven,Isyana Sarasvati,2018-02-14,51,218506
Silence,Marshmello,2017-08-11,84,180822
Fall for You (Acoustic),Secondhand Serenade,2012,64,176946
The Purified,Hoskey,2015-09-21,17,155053
Dragon Warrior,Hoskey,2015-09-21,16,139253
Endless Journey,Hoskey,2015-09-21,10,134600
The Spark,Scott Brown,2017-03-09,17,336782
Zealous Hearts,Zekk,2017-10-11,0,242406
Black Lair,Sakuzyo,2012-08-11,22,144800
Farewell Waltz,Stone,2016-05-26,19,99692
Ververg Symphony - instrumental,Onoken,2015-01-31,11,109693
Ververg II,Onoken,2015-01-31,26,155693
Ververg,Onoken,2015-01-31,37,109240
The Fallen Bloom (feat. Yoneko & Searlait),Hoskey,2016-05-04,22,162754
Where You Are Not,NICODE,2016-05-04,22,138861
Music the Eternity of Us,Mai Aoyagi,2016-05-04,22,182861
Knight of Firmament (Instrumental) [Bonus Track],Eye Xy,2016-05-04,18,138629
Lord of Crimson Rose (Instrumental) [Bonus Track],Eye Dt,2016-05-04,11,150504
Lord of Crimson Rose (Scarlet Flame Mix) [Bonus Track],3R2,2016-05-04,16,253861
Stardust Sphere,Tsukasa,2016-06-10,19,210000
Predawn,Nicode & M2 U,2016-05-04,24,135013
Lord of Crimson Rose (feat. Searlait),Eye Dt,2016-05-04,22,150513
Knight of Firmament (Fatal Blow Mix) [Bonus Track],3R2,2016-05-04,18,252294
Knight of Firmament (feat. Yoneko),Eye Xy,2016-05-04,36,138629
Forbidden Codex,Hoskey,2016-05-04,18,144397
The Red Corornation,Eye Rh,2016-05-04,24,158794
The Sanctuary,Eye Ac,2016-05-04,20,134937
The Way We Are,NICODE,2016-05-04,19,128584
Infernus (Original),Alpha Legion,2013-12-10,12,265603
It's a Wonderful World,Hamo,2015-09-21,18,158213
こころ,Euchaeta,2016-05-26,17,118153
Cream Stew (Full Version) [feat. Kamata Junko],Aioi,2015-06-01,12,318760
I Cannot Say (Full Version) [feat. Kamata Junko],Aioi,2015-06-01,11,177066
Guardian,THE SxPLAY,2016-12-14,0,281745
New World (Full Version) [feat. Kamata Junko],Aioi,2014-02-01,11,331000
Sleepless Jasmine (Full Version) [feat. Kamata Junko],Aioi,2014-02-01,19,194733
Restrictions,Cactus,1971-10-18,21,379200
Restriction,Archive,2015-01-12,0,240004
Total Sphere,Tsukasa,2013-12-10,13,121506
Just a Trip,Killerblood,2013-12-10,16,155880
Hercule,naotyu-,2015-09-21,16,124266
Rosetta,Mili,2014-09-24,28,180869
Colorful Voice,Voez,2016-05-26,32,168613
Hua Sui Yue,V.K,2016-06-03,30,166245
Let's Go on an Adventure,3R2,2016-06-17,13,118562
Walking by the Sea,Edmund Fu,2016-06-03,25,276075
Recollections,Yamajet,2013-12-10,20,145160
Empire of Japan,Video Game Orchestra,2016-06-10,8,125000
Fable,Mili,2014-09-24,26,202191
Vivere La Vita,Sta,2015-09-21,26,122816
Diskord,Sta,2015-09-21,9,117680
Stay,Voez,2016-05-26,14,186545
citanLu,Ice,2016-05-26,19,132923
Imagined Flight,Mili,2014-09-24,27,208965
Time Phase Pt.1,Ayatsugu Otowa,2016-05-26,10,139798
AS IF IT’S YOUR LAST - Japanese Version,BLACKPINK,2017-08-29,57,212773
STAY,BLACKPINK,2016-11-01,0,230400
11:11,TAEYEON,2017-04-05,63,223451
STAY - Japanese Version,BLACKPINK,2017-08-29,42,231293
Imprinting,Sakuzyo,2014-12-30,38,116571
Tougenkyou,Mytk,2016-05-26,14,147692
Reflection (Mirror Night),V.K,2016-06-03,31,274370
Kireigoto (Instrumental),Aioi,2015-06-01,1,206000
Dino,Cranky,2013-12-10,18,171920
¡Azúcar!,Rabpit,2015-09-21,13,124973
I Race the Dawn (feat. Michiyo Honda),Kevin Penkin,2016-06-03,22,316008
BIOTONIC,Onoken,2015-01-31,24,287800
Make Me Burn,JAKAZiD,2014-05-16,0,330452
Vieille Ville,モリモリあつし、Ujico*,2016-05-26,11,138788
Sweetness Overload!!!,3R2,2016-06-10,20,166665
Lvbnr5 Weiß,Cranky,2015-09-21,18,148816
Soul in Call,Dachs,2016-05-26,6,149336
Gardenia,Yamajet,2016-06-10,15,226000
The Blocks We Loved,Killerblood,2015-09-21,17,106240
Dream (Chiptune Edit),Rabpit,2016-06-17,13,134294
Give,Voez,2016-05-26,16,265157
Gamegame,S.Don,2016-05-26,12,119211
Dream of Dreams,Brian Crain,2011-11-22,13,261120
Hop Step Adventure☆,ああああ茶漬け,2016-05-26,19,122769
Brain Power - Re-mastered,NOMA,2016-01-01,0,368274
Money & Money,Video Game Orchestra,2016-06-10,9,151411
Chocological,Mili,2013-12-10,16,175066
Ververg - instrumental,Onoken,2015-01-31,16,109213
Deemo Main Theme,Tzu Chien Wen,2016-06-03,24,199995
Holy Knight,Eyemedia,2013-12-10,32,138066
Fluquor,Onoken,2015-01-31,32,235800
Logical Steps,Yamajet,2015-09-21,18,132226
Fluquor - instrumental,Onoken,2015-01-31,20,235440
Molto Allegro,Persona,2015-09-21,17,142517
DRG,Onoken,2015-01-31,22,387080
Beat It Beep,Gowrock,2016-05-26,7,114461
來世,Killerblood,2012,0,440635
Theme of Kingdom No 8,Killerblood,2016-06-17,9,115062
Akari,純白p,2016-05-26,15,173538
Like Asian Spirit,Valunava,2016-05-26,16,129124
Genesys,KIVΛ,2016-06-10,23,180559
Rebirth,Video Game Orchestra,2016-06-10,7,131891
Lv.0,I/O,2016-05-26,26,104899
Penglaimovement,Video Game Orchestra,2016-06-10,11,134850
I Hate to Tell You,Ice Bird Studio,2016-06-03,26,172875
Lns Op,Hoskey,2015-09-21,9,96280
Ververg II (feat. B),Ani,2015-09-21,20,116906
BOOMBAYAH - Japanese Version,BLACKPINK,2017-08-29,39,241640
PLAYING WITH FIRE - Japanese Version,BLACKPINK,2017-08-29,43,197666
Yawning Lion,V.K,2016-06-03,30,153160
Friction,Mili,2014-09-24,26,160153
Peach Lady (feat. Silvia Su),Yuk Cheung Chun Trevor Lin,2016-06-03,20,141553
Ruination,5argon,2016-05-26,5,123692
Infinite Puzzle,Y Shin,2016-05-26,18,119000
Lune,M2U,2017-07-12,23,119160
Keep You Safe (feat. Eli),Iris,2016-05-26,14,172615
Rosetta,Mili,2016-06-03,20,181352
To the Light,FUTURE AFTER A SECOND,2016-12-03,0,265160
Magnolia,M2U,2016-06-03,41,150013
Old Gold,Cranky,2015-09-21,20,129493
Parousia,XI,2013-12-10,25,134880
A Turtle's Heart,Mili,2014-09-24,36,183243
Pulses,Sta,2016-06-03,27,120861
Spectrum,Suzumetune,2013-12-10,18,131640
Blue Eyes,Persona,2015-09-21,11,123826
Land Scape (Cytus Version),Lowpass,2013-12-10,17,184426
Quantum Labyrinth Extended Ver.,Haloweak,2013-12-31,0,287264
Libera Me,Cranky,2013-12-10,31,139693
Realize,Persona,2015-09-21,16,123506
Warp Drive,Titancube,2016-05-26,18,96000
Selfish Gene,Onoken,2015-01-31,19,182040
Protest,Video Game Orchestra,2016-06-10,15,138000
Revival,Tq,2016-05-26,16,151086
Melody Of Elves / 精靈之歌,V.K,2009-01-01,26,372373
Platinum,Sta,2016-06-03,30,114129
Sanctity,Rabpit,2016-06-03,26,243946
Image (Full Version) [feat. Kamata Junko],Aioi,2015-06-01,10,255560
Otome,Suzumetune,2013-12-10,20,132986
Altale,Sakuzyo,2014-12-30,37,152192
Light up my LOVE!!,Onoken,2015-01-31,28,233226
Bloody Purity,Eyemedia,2015-09-21,31,149800
Rainy Memory,Rabpit,2016-06-03,29,214522
Future World,Killerblood,2013-12-10,23,147786
Hua-Sui-Yue / 花水月,V.K,2010-06-15,26,166080
Niflheimr,XI,2015-09-21,25,149906
Burning Battleground,Sakuzyo,2015-09-21,18,127924
Go or Stay,Zris,2016-05-26,12,140456
Music Box,Prince Of Wales,2016-05-26,16,119538
Reverse ‧ Parallel Universe / 逆動‧平行時空(rayark 最新音game 《deemo》指定曲),V.K,2013-10-10,28,246950
Eastern Horoscope,Thinktec,2016-05-26,12,119331
Saika,Rabpit,2016-06-03,35,271035
The Longest Night,Euchaeta,2016-05-26,18,179370
The Graduate,Subaco Akimoto,2016-05-26,11,178764
Shamisen Drives the Wind,Kitkit Lu,2016-05-26,20,115596
The Noble: Orchestius,Sta,2015-09-21,11,205624
The Sacred Story,Vila,2016-06-10,20,238000
SupaMax,PAUL BAZOOKA,2016-05-26,9,153908
Rain of Fire,Marc Lin,2015-09-21,14,171205
Xue Wu / 雪舞(電視劇《蘭陵王》配樂改編),V.K,2013-10-10,26,275124
YUBIKIRI-GENMAN,Mili,2014-09-24,37,235831
Revoluxionist,XI,2015-09-21,20,121205
Scherzo,権太夫,2016-05-26,7,158908
Phubbing,Video Game Orchestra,2016-06-10,12,132625
Wings of Piano / 琴之翼,V.K,2010-06-15,38,333253
Dutch Formosa,Video Game Orchestra,2016-06-10,15,120360
Sakura Iro No Yume,Tzu Chien Wen,2016-06-03,33,238017
Fighting,Claymore 克雷魔,2018-01-12,5,256941
Evolution Era,V.K,2013-10-10,34,280466
Cosmo,Hamo,2013-12-10,18,154600
Sweetness and Love (3 R2 vs. DJ Mashiro),3R2,2013-12-10,20,120933
Ephemeral,Mili,2014-09-24,24,265925
Atlantis Love / 亞特蘭提斯之戀,V.K,2010-06-15,32,354373
Undo,Ice Bird Studio,2016-06-03,24,149370
Utopiosphere,Mili,2016-06-03,29,133397
Catastrophe,Video Game Orchestra,2016-06-10,7,132550
Fable,Mili,2016-06-03,21,202031
Axion,Sakuzyo,2012-08-11,31,156360
Yawning Lion / 獅子大張嘴,V.K,2009-01-01,28,199773
Infernus,Alpha Legion,2015-09-21,10,125706
Extreme Attack,Hagane,2016-05-26,7,138567
Cerberus,Gowrock,2016-05-26,9,117030
Nine Point Eight,Mili,2014-09-24,36,190609
Selfish Gene (feat. Rin),Ani,2015-09-21,17,109053
Witch's Invitation,Mili,2016-06-03,20,302843
Devil in Wonderland,Vila,2016-06-17,14,135352
"Precipitation at the Entrance, Pt. 1",Ice,2015-09-21,18,106920
Adventure,Verdammt,2016-06-17,10,131866
Road,Voez,2016-05-26,12,146250
Witch's Invitation,Mili,2014-09-24,28,304545
Teman Bahagia,Jaz,2018-02-02,61,208104
Majestic Phoenix,Ice,2013-12-10,16,114666
Les Parfums De Celebrez,naotyu-,2016-06-10,20,143998
Lvbnr5 Schwarz,Cranky,2015-09-21,22,146066
Chaotic Drive,switchworks,2015-09-21,19,123160
Requiem,Eyemedia,2015-09-21,19,132535
Precipitation at the Entrance (Cytus Ost Version),Ice,2015-09-21,20,234953
Sleepless Jasmine (Cytus Version) [feat. Kamata Junko],Aioi,2013-12-10,18,149173
Area 184 (Platinum Mix),Persona,2016-06-10,22,179999
Fight with Your Devil,Killerblood,2016-06-17,16,136602
キミが残した世界で,THE SxPLAY,2016-12-14,0,227426
9 Tahun,Crossbottom,2004-03-03,42,244906
69,ONE OK ROCK,2013-03-06,39,277400
Christmas without You,TAEYEON,2017-12-12,35,259339
Past the Stargazing Season,Mili,2016-10-12,31,271676
Wilt,Verse Quence (Mjq・Eri),2016-05-26,34,185177
Vulnerability,Mili,2016-10-12,33,125582
Paved Plaza,ginkiha,2013-11-23,15,245207
サマーホラーパーティ,Reol,2016-10-19,35,254573
Snow Halation (feat. Soleil) [dj-Jo Remix],dj-Jo,2016-01-19,0,245722
Sayonara Invader,Yunomi,2017-02-09,28,236379
Camelia,Mili,2018-02-28,23,281954
happy when youre not here,In Love With a Ghost,2018-04-15,34,106666
feeling empty because there's no more spaghetti,In Love With a Ghost,2018-04-15,37,84705
something easy,In Love With a Ghost,2018-04-15,45,62000
popstar love,In Love With a Ghost,2018-04-15,39,84000
hyacinth,In Love With a Ghost,2018-04-15,37,160975
thinking about u (jk),In Love With a Ghost,2018-04-15,36,137647
iced tea for breakfast,In Love With a Ghost,2018-04-15,49,76000
It's Oh So Quiet,Björk,1995-06-13,0,218733
Immature - Mark Bell's Version,Björk,1997-09-23,0,186266
I Miss You,Burbank,2017-11-22,0,160000
"Sorry, I Like You",Burbank,2017-08-08,59,122790
Slumpin,Jinsang,2017-07-31,0,170000
Your Name Makes Me Happy,Burbank,2017-11-22,0,107697
The Way You Look at Me,shamana,2015-02-12,15,164257
Beautiful Love,Tomppabeats,2016-05-06,0,50196
winter bokeh (Feat. Jinsang),Idealism,2017-11-08,0,127198
I'm Sorry (feat. Shiloh),Swell,2016-01-20,0,157333
Just a Sec,eery,2016-01-01,0,114743
Your Eyes,Joey Pecoraro,2015-08-14,0,127530
Affection,Jinsang,2016-12-23,0,117495
I Miss You (feat. Bahari) - Lophiile Remix,Grey,2017-03-31,0,188308
Lemonade,Burbank,2017-11-22,0,91952
"Sorry, by the Way",Burbank,2018-02-26,0,126792
Every Day's New,Good Weather For An Airstrike,2017-09-19,0,330751
"To You, With Love",Burbank,2018-02-26,0,111891
Spring Showers,Burbank,2018-02-26,0,143175
Let's Try Again,Burbank,2018-02-26,0,155862
Chubby Cheeks,Burbank,2018-02-26,0,168228
Tomie,Kidkanevil,2014-05-09,0,123460
Keroro Dub,Kidkanevil,2014-05-09,0,129590
All Is Lost,Kidkanevil,2014-05-09,0,213639
All Is Not Lost,Kidkanevil,2014-05-09,0,455528
Tales of Moonlight and Rain - Japan Bonus,Kidkanevil,2014-05-09,0,280014
Shunkanido,Kidkanevil,2014-05-09,0,267576
Escape Pod,Kidkanevil,2014-05-09,0,206195
Dimension Bomb,Kidkanevil,2014-05-09,0,139179
Earth to G San,Kidkanevil,2014-05-09,0,165828
Everybody's Got To Learn Sometime - Exclusive Recording,Beck,2004-01-01,0,351826
Howard Makes It All Go Away - Score,Jon Brion,2004-01-01,0,14840
Theme - Score,Jon Brion,2004-01-01,0,143933
Mr. Blue Sky,Electric Light Orchestra,1977,81,303373
Main Title - Score,Jon Brion,2004-01-01,0,81600
Strings That Tie To You - Original Version,Jon Brion,2004-01-01,0,152733
Showtime - Score,Jon Brion,2004-01-01,0,55640
Nola's Bounce - Original Version,Don Nelson,2004-01-01,0,116760
Spotless Mind - Score,Jon Brion,2004-01-01,0,71533
Peer Pressure - Score,Jon Brion,2004-01-01,0,72026
Phone Call - Score,Jon Brion,2004-01-01,0,62600
Bookstore - Score,Jon Brion,2004-01-01,0,52093
Section 2 (It's The Sun) (KCRW) - Live,The Polyphonic Spree,2004-01-01,0,333306
Down The Drain - Score,Jon Brion,2004-01-01,0,54573
Postcard - Score,Jon Brion,2004-01-01,0,22760
Collecting Things - Score,Jon Brion,2004-01-01,0,73866
Drive In - Score,Jon Brion,2004-01-01,0,138973
A Dream Upon Waking - Score,Jon Brion,2004-01-01,0,215466
Elephant Parade - Score,Jon Brion,2004-01-01,0,26293
Something - Original Version,The Willowz,2004-01-01,0,143333
Sidewalk Fight - Score,Jon Brion,2004-01-01,0,31626
Row - Score,Jon Brion,2004-01-01,0,59933
Light & Day - Radio Edit,The Polyphonic Spree,2004-01-01,0,182973
